"","gene_symbol","2021_02_12_DS1_Cell","2021_02_12_DS1_Pt","2021_02_12_DS76_Cell","2021_02_12_DS81_Cell","2024_07_02_DS76_Pt","2024_07_02_DS81_Pt"
"5108","TRIM6",303,413,344,104,434,91
"5109","ABCC11",8,5,7,6,2,14
"5110","TENT4B",973,1227,608,682,600,151
"5111","ADCY7",1563,4256,1527,518,4451,3143
"5112","CEP89",907,1107,562,400,946,1213
"5113","TSHZ3",0,18,0,74,15,53
"5114","ECHDC2",878,629,268,17,317,276
"5115","TAS2R8",0,0,0,0,0,0
"5116","PLBD1",0,0,0,0,17,2
"5117","TAS2R10",0,3,1,2,9,2
"5118","PRB2",0,0,0,0,0,0
"5119","PYROXD1",3,44,18,42,43,17
"5120","IAPP",8,10,8,3,30,11
"5121","KCNJ8",0,0,0,0,3,1
"5122","TAS2R7",0,0,0,0,0,0
"5123","BCL2L14",108,104,0,0,12,18
"5124","TAS2R9",0,0,0,0,0,0
"5126","PSPC1",3791,4270,4163,3649,2464,2131
"5127","ZNF549",1117,730,633,743,604,526
"5128","A1BG",363,383,152,132,687,758
"5129","ZSCAN18",3884,2536,632,1364,2153,4512
"5130","ZNF211",1177,877,501,368,874,1459
"5131","PDZRN3",0,0,0,813,0,121
"5132","RGSL1",0,0,0,0,8,1
"5133","LHX4",51,29,2,1,1,3
"5134","RNF2",1820,1766,1000,920,452,230
"5135","TRMT1L",44,37,17,12,129,28
"5136","SEC22A",553,378,377,384,249,534
"5137","CSTA",100,223,1,33,105,121
"5138","DPPA4",18,20,3,3,76,23
"5139","POPDC2",100,74,9,23,54,379
"5140","B4GALT4",856,541,227,313,389,565
"5141","NAA50",3217,3349,3240,2989,1305,524
"5142","CD80",0,0,19,8,4,10
"5143","KIF18A",1497,1190,749,927,460,181
"5144","GJA8",0,0,0,0,0,0
"5145","DESI2",37,73,25,30,32,33
"5146","MAPK8IP1",11,4,9,4,40,266
"5147","CRY2",1367,1113,624,785,928,1808
"5148","PEX16",352,396,287,233,938,1036
"5149","DEPDC7",0,1,0,0,0,1
"5150","CAT",7057,15534,4616,3859,5354,2735
"5151","PILRB",7776,6906,1990,1587,17853,20542
"5152","ZMYM2",6423,4629,2338,3366,2503,1161
"5153","GJB6",31,13,134,107,13,289
"5154","GJA3",18,8,89,5,5,11
"5155","TBC1D15",2301,2432,1399,1336,893,870
"5156","ADGRB2",99,56,4,108,18,370
"5157","HCRTR1",0,0,31,7,12,9
"5158","ZCCHC17",1357,1477,1154,1028,708,1458
"5159","FABP3",24,8,41,15,7,260
"5160","KHDRBS1",1106,956,509,922,573,905
"5161","TMEM39B",739,522,491,579,711,1270
"5162","CCRL2",311,220,158,52,148,172
"5163","CCR2",0,16,44,0,63,28
"5164","POLR3GL",1395,1727,912,658,915,1672
"5165","GHSR",0,0,0,0,0,0
"5166","TNFSF10",355,412,180,218,364,704
"5167","ZNF639",1769,2291,1093,1451,787,420
"5168","SLITRK3",0,0,0,0,0,0
"5169","PIK3CA",3687,2966,2742,2164,1546,372
"5170","PDS5A",150,226,116,111,194,38
"5171","TMEM156",328,264,725,287,593,518
"5172","LIAS",615,595,346,350,578,268
"5173","CPXM2",0,0,0,0,0,0
"5174","TMEM54",145,101,5,135,0,471
"5175","ZSCAN20",128,81,184,87,116,57
"5176","CSMD2",3,0,0,2,6,4
"5177","HPCA",11,1,0,13,0,18
"5178","LRIF1",2177,976,987,1231,367,221
"5179","TMIGD3",4,5,42,18,10,15
"5180","CLCC1",2231,1762,1140,1650,1013,588
"5181","GPSM2",1935,1783,1873,1343,1262,265
"5182","GTDC1",643,967,538,474,616,353
"5183","CXCR4",13777,15559,6099,12554,8221,14232
"5184","ZRANB3",576,484,125,248,198,124
"5185","ACVR2A",0,7,32,20,24,80
"5186","POLK",1390,1104,956,918,646,207
"5187","SV2C",1,0,6,0,55,0
"5188","FLT3",1638,3366,588,604,1356,420
"5189","RPL21",2427,4115,3502,4699,16581,36579
"5190","MTIF3",1667,1691,1002,686,1020,1210
"5191","GTF3A",6526,8852,4665,3296,5178,6450
"5192","RASL11A",11,2,18,12,15,60
"5193","UBL3",1830,2040,1270,1663,769,345
"5194","FYTTD1",9739,9668,6386,6588,2640,963
"5195","MTERF4",2092,1929,1318,824,1794,2511
"5196","XPNPEP2",57,84,169,26,137,54
"5197","SASH3",12602,18124,11921,7279,13060,13348
"5198","OCRL",1974,2244,368,355,746,507
"5199","PAEP",0,0,0,0,0,3
"5200","OBP2A",0,0,0,0,0,4
"5201","MRPS2",717,667,517,295,640,964
"5202","TBX22",0,0,0,0,0,0
"5203","FMOD",246,79,0,0,0,1
"5204","MYOG",0,0,0,0,0,0
"5205","LAX1",190,101,740,362,348,92
"5206","PLG",59,12,9,16,28,1
"5207","KIAA1191",2283,2763,1225,924,1520,1512
"5208","COPA",11785,12119,8263,9347,6098,4078
"5209","CD244",6,34,232,62,111,125
"5210","LY9",16,197,690,1513,880,1710
"5211","HS3ST2",0,0,0,0,0,5
"5212","RBBP6",2419,1328,1621,1327,630,723
"5213","ZC3H7A",3374,3313,2249,2526,2164,1441
"5214","PRM2",0,0,0,0,0,0
"5215","SERAC1",551,317,227,218,72,54
"5216","ANXA11",9668,11050,10439,7424,8417,11989
"5217","LDB3",0,1,101,0,212,2
"5218","OPN4",0,0,0,0,0,0
"5219","SHLD2",2192,1811,1786,1917,969,823
"5220","PRXL2A",4086,3324,1258,2931,649,2306
"5221","ZNF205",4,11,104,28,105,664
"5222","NAA60",3025,3011,2085,1982,2513,4174
"5223","RPL5",38340,34754,34392,34186,29608,41916
"5224","ODF2L",1398,1629,286,210,1199,389
"5225","PTGFR",0,0,0,0,0,0
"5226","SPATA1",43,52,3,1,34,21
"5227","TRMT13",1117,811,410,598,842,250
"5228","LRRC39",33,13,17,17,26,21
"5229","RWDD3",318,361,172,170,221,178
"5230","ZNF644",672,294,428,520,288,255
"5231","CCDC18",1535,1276,710,998,585,514
"5232","RPAP2",3946,3674,1694,1638,2689,732
"5233","SLC66A2",2777,2382,2525,1908,2709,5153
"5234","BBS9",41,15,39,30,300,123
"5235","PMS2",197,107,195,234,266,61
"5236","ZMIZ2",3262,2539,1878,1671,4667,5833
"5237","OCM",2,1,5,0,6,23
"5238","SEPTIN7",4769,5399,7656,6315,3680,1143
"5239","EEPD1",115,77,2333,477,619,270
"5240","KLHL7",807,794,574,594,398,229
"5241","HERPUD2",1333,1861,1093,1355,1168,814
"5242","CBX3",5165,5238,6896,8153,4888,4304
"5243","HNRNPA2B1",48168,60038,61098,62424,36432,28957
"5244","WIPF3",0,0,0,0,0,0
"5245","NXPH1",0,0,0,0,0,0
"5246","NPY",768,2816,419,942,234,7111
"5247","HYCC1",1112,809,1031,1982,758,412
"5248","HOXA7",28,46,0,0,0,1
"5249","INHBA",0,0,3,4,23,0
"5250","FKBP9",955,309,2,0,4,42
"5251","NT5C3A",624,307,302,445,199,295
"5252","ARL4A",0,428,0,221,55,457
"5253","CCZ1",1338,1659,1939,2374,1581,1288
"5254","POLM",326,257,526,480,1893,1972
"5255","RAMP3",0,0,0,0,0,5
"5256","MRM2",170,185,959,580,507,536
"5257","TWIST1",0,0,0,974,0,24
"5258","SMU1",2232,2549,3847,1826,2174,1074
"5259","GLIPR2",107,472,170,3,870,979
"5260","SLC25A51",373,445,468,215,311,94
"5261","CLTA",119,156,336,162,1025,1096
"5262","RECK",441,339,703,344,1173,233
"5263","SPINK4",0,3,0,0,0,7
"5264","TAF1L",2,3,0,4,0,3
"5265","ACO1",1177,1239,897,502,656,438
"5266","PHF24",0,2,0,1,0,4
"5267","DNAI1",1,0,0,0,0,0
"5268","DCAF10",1047,1046,1324,656,1173,341
"5269","CNTFR",0,2,0,0,0,5
"5270","KIAA1549",1368,192,29,528,9,66
"5271","TRIM24",3752,3302,2522,3004,1294,580
"5272","CYREN",1312,1278,1289,1192,1250,1296
"5273","CALD1",2165,1991,1013,7,859,27
"5274","AKR1D1",0,0,0,0,0,0
"5275","NUDT10",0,0,0,0,0,0
"5276","SFTPA1",1,7,0,0,4,4
"5277","NEUROG3",12,0,2,31,0,16
"5278","PLAU",75,90,182,17,462,109
"5279","SRGN",771,2608,5401,1971,6310,3767
"5280","CHST3",721,488,1,284,72,876
"5281","BICC1",0,0,0,0,0,1
"5283","CISD1",725,745,786,781,257,321
"5284","EGR2",39,76,295,93,31,159
"5285","ECD",1913,1715,1660,1200,1162,497
"5286","P4HA1",3996,2353,1149,2505,792,2342
"5287","SLC25A16",837,861,384,404,459,351
"5288","ZWINT",5249,5259,4251,4461,3450,3877
"5289","VPS26A",2847,2815,2561,1784,990,632
"5290","RBM19",1941,1687,1168,1099,1712,1398
"5291","CIT",10831,8754,3674,5272,3604,639
"5292","IFT81",540,251,442,248,375,101
"5293","ACADS",505,675,92,421,394,1445
"5294","HVCN1",185,272,420,288,181,126
"5296","DDX54",5619,6047,4769,4759,2873,3481
"5297","MED13L",17251,13538,10397,9969,11807,740
"5298","CDKN2C",6202,4490,4043,4023,2793,1181
"5299","RNF11",1745,2639,1297,1208,614,360
"5300","RASSF8",972,846,422,148,14,38
"5301","BHLHE41",164,10,38,42,4,12
"5302","SSPN",234,253,12,4,0,4
"5303","ITPR2",2304,2532,2018,635,1224,189
"5304","CCDC91",1620,1679,478,415,469,95
"5305","NECAB1",0,10,0,0,1,0
"5306","WWP1",1673,2098,735,942,726,200
"5307","ACOT9",634,830,212,113,631,621
"5308","PRDX4",1851,2591,1062,1283,985,1503
"5309","DDX39A",6704,9487,6048,6060,8254,15743
"5310","PKN1",3661,5072,4095,3598,7505,17585
"5311","TRIR",12369,13444,8796,9182,6452,12327
"5312","ADGRE5",2761,5508,4486,796,10346,16460
"5313","WDR83",425,464,490,466,545,1346
"5314","GIPC1",1314,1728,1249,419,722,2227
"5315","ACTRT1",0,0,0,0,0,0
"5316","CCDC70",0,0,0,0,0,0
"5317","SPRYD7",891,874,493,663,300,446
"5318","EBPL",467,606,298,300,303,322
"5319","ATP7B",334,226,6,32,62,58
"5320","ZC3H13",9167,6794,5938,5361,2705,1091
"5321","GUCY1B2",14,6,2,1,49,3
"5322","NLN",519,413,710,652,223,113
"5323","CENPK",1432,1821,614,719,766,169
"5324","OPTN",4998,5613,1338,337,1221,2785
"5325","ITIH5",27,11,7,10,37,33
"5326","ATF1",1602,1370,1352,1404,533,325
"5327","TSFM",509,738,707,542,432,626
"5328","NEUROD4",0,0,0,0,0,0
"5329","ARHGAP9",1282,1265,1280,870,4079,5893
"5330","NCKAP1L",7181,9183,5416,5030,6701,2959
"5331","MMP19",6,3,2,5,7,24
"5332","PFDN5",7231,8105,4945,4455,5892,13915
"5333","SPATS2",988,1426,818,456,828,249
"5334","ORMDL2",76,212,181,106,293,770
"5335","NR4A1",342,6971,73,68,322,2279
"5336","PDE1B",328,198,260,140,678,1202
"5337","HOXC13",0,0,0,0,0,0
"5338","CDK2",6035,5721,3519,3743,3751,2559
"5339","LRP1",962,1093,227,361,528,857
"5340","HOXC11",107,305,1,3,5,1
"5341","ATG101",1032,1276,1025,796,1244,3195
"5342","NFE2",82,1429,197,3,1999,1361
"5343","HOXC12",0,0,0,0,0,0
"5344","IKZF4",645,648,475,390,664,155
"5345","SMUG1",699,560,348,303,608,806
"5346","TUBA1B",109367,142032,101827,99575,87589,116406
"5347","EEF1AKMT3",65,72,11,73,32,25
"5348","KBTBD4",815,1005,1096,693,781,690
"5350","SARDH",316,35,21,38,35,150
"5351","DBH",2,0,0,0,0,1
"5352","ATPAF1",2634,3020,1257,1606,1366,1844
"5353","STIL",3247,2551,2025,2155,1323,740
"5354","HJURP",4089,2679,2450,3738,2215,2600
"5355","IL13RA2",0,0,0,0,0,0
"5356","COL10A1",0,0,0,0,0,0
"5357","AMD1",2624,3565,3555,3951,2528,1116
"5358","NDUFAF4",234,314,338,633,247,495
"5359","USP45",188,139,169,192,162,92
"5360","PLP1",0,0,0,0,0,0
"5361","SERPINA7",0,0,0,0,0,0
"5362","MORF4L2",10514,9688,2722,3896,1387,2120
"5363","H2BW1",0,0,0,0,0,0
"5364","RAB9B",1212,691,13,98,35,49
"5365","NRK",0,0,0,0,0,0
"5366","FAM199X",4657,4461,1189,1292,781,241
"5367","ESX1",0,0,0,0,0,0
"5368","MAGEA9",0,0,0,0,0,0
"5369","ATXN3L",0,0,0,0,0,0
"5370","RAB9A",2167,2026,871,664,418,506
"5371","METTL8",1857,1767,808,980,829,485
"5372","TTC21B",907,995,508,506,719,198
"5373","NMI",2369,3204,2299,2642,183,96
"5374","TNFAIP6",0,1,0,1,5,9
"5375","ACVR1C",0,0,0,0,0,0
"5376","BAZ2B",3551,2306,1151,897,2251,278
"5377","SLC36A1",198,348,91,76,161,108
"5378","LPGAT1",3732,4394,2009,2527,1799,750
"5379","BATF3",499,472,134,85,157,829
"5380","G0S2",0,13,0,6,238,327
"5381","KCNJ2",121,3,738,2345,26,31
"5382","RAP2C",1882,3051,891,660,883,295
"5383","EXOSC9",1944,2444,1441,870,1207,555
"5384","PLA2G12A",127,147,82,36,6,56
"5385","B9D2",131,213,175,123,283,450
"5386","COQ8B",823,738,378,299,1605,456
"5387","PFKFB2",49,21,32,85,969,116
"5388","C4BPA",0,3,0,0,0,0
"5389","C4BPB",11,27,0,0,52,26
"5391","RAB38",0,2,0,5,3,0
"5392","GPR83",42,28,7,17,3,60
"5393","AGO2",238,788,660,505,336,367
"5394","MXD4",3768,4865,1254,1708,2032,5171
"5396","CKS2",2008,2471,2170,1956,1417,2658
"5397","DAW1",0,0,0,0,0,0
"5398","ACSL3",3487,3060,2482,2675,912,479
"5399","CHPF",0,3,0,0,6,103
"5400","DNPEP",2720,3331,1767,1976,2864,3618
"5401","INHA",0,0,0,0,0,0
"5402","MOGAT1",0,0,0,0,0,0
"5403","OBSL1",0,8,0,138,12,209
"5404","FAM124B",0,22,7,2,73,37
"5405","SLC12A4",1236,1699,348,541,908,1915
"5406","ENKD1",1414,1251,477,576,1206,2299
"5407","MC3R",0,0,0,0,0,0
"5408","GCNT7",1,0,0,0,0,0
"5409","CTCFL",0,0,1,0,0,1
"5411","FAM210B",1065,2913,359,251,428,630
"5412","PI3",0,0,0,0,57,267
"5413","FAM209A",49,53,37,23,37,89
"5414","SNX21",99,133,90,23,23,86
"5415","SLPI",0,0,0,0,179,540
"5416","WFDC3",5,0,0,0,3,9
"5417","TTPAL",1229,669,883,599,694,504
"5418","PREX1",14842,14887,11110,11808,17940,14994
"5419","KCNS1",0,0,0,0,0,1
"5420","SLC12A5",465,377,222,244,164,439
"5421","ARHGAP40",0,0,0,0,0,0
"5422","SDC4",13,40,9,7,9,190
"5423","NCOA3",4315,3441,8788,3850,3241,696
"5424","PIGT",2586,2241,1189,1367,1424,3459
"5425","SEMG2",0,0,0,0,0,0
"5426","MATN4",0,0,2,1,0,10
"5427","NCOA5",108,188,45,99,151,15
"5428","VAPB",2172,1636,1407,898,1079,733
"5429","PARD6B",238,88,64,57,13,7
"5430","ATP5F1E",4244,5368,3926,1086,4422,4629
"5431","CHD6",7016,4740,3028,3622,3066,455
"5432","PLCG1",5683,2409,1153,1532,577,5788
"5433","TOX2",55,277,10,264,8,207
"5434","SRSF6",13961,17580,8302,7388,13049,12430
"5435","GDAP1L1",1,0,0,1,0,9
"5436","GTSF1L",4,10,0,9,5,19
"5437","ARFGEF2",4224,2881,3618,3260,2534,424
"5438","ZNFX1",3794,2039,2971,2583,2523,2490
"5439","ZNF831",12,31,230,14,158,91
"5440","EDN3",0,0,0,0,0,0
"5441","CSE1L",6181,4756,5561,5072,2274,2189
"5442","PEDS1-UBE2V1",278,117,179,144,0,0
"5443","RAB22A",2828,1717,1568,901,648,319
"5444","PTGIS",1,3,18,0,1,1
"5445","STAU1",4798,5216,3300,3898,2049,1196
"5446","CDH26",31,2,1,2,8,8
"5447","SNAI1",575,4860,273,258,759,732
"5448","MOCS3",374,110,573,237,230,116
"5449","STX16",10075,8345,2750,1119,8507,3813
"5451","PMEPA1",1,4,0,51,13,11
"5452","RNF114",4704,5028,2757,3501,3070,3892
"5453","ANKRD60",0,0,0,0,0,0
"5454","DDX27",3241,2451,1239,3313,1158,3188
"5455","RBPJL",0,0,0,0,0,0
"5456","SEMG1",0,0,0,0,0,1
"5457","C20orf85",0,0,0,0,0,0
"5458","BCAS4",1777,1367,1301,501,1228,487
"5459","KCNK15",15,13,3,22,6,24
"5460","TP53TG5",0,0,0,1,0,0
"5461","PCK1",0,0,0,0,0,0
"5462","ZBP1",0,31,0,0,75,207
"5463","NEURL2",89,44,45,45,54,27
"5464","MAGEA10",0,0,0,1,0,1
"5465","MTRR",2668,2438,1087,1545,1128,494
"5466","FASTKD3",318,91,115,108,77,62
"5467","PEPD",193,245,311,40,48,317
"5468","CHST8",0,0,0,0,0,0
"5469","IQSEC2",762,1399,151,83,489,305
"5470","VAMP7",180,244,49,49,22,3
"5471","IL9R",51,38,164,58,193,100
"5472","XG",0,13,13,0,28,1
"5473","STAMBP",2088,2206,1355,1397,1381,1230
"5474","NAGK",4392,2479,1608,1001,3959,6113
"5475","MCEE",180,207,95,137,159,155
"5476","PAIP2B",560,508,0,160,28,100
"5477","SNRNP27",1598,1932,1030,1106,700,557
"5478","MPHOSPH10",2414,2114,2354,2923,1059,799
"5479","IL17C",0,4,1,1,11,6
"5480","NDUFB4P12",0,0,0,0,0,0
"5481","ATP8A1",187,138,145,94,92,142
"5482","USP22",18568,18816,16877,10571,10279,5686
"5483","POF1B",0,0,0,0,0,0
"5484","HIF3A",0,0,0,0,1,0
"5485","ZNF576",509,357,418,545,385,584
"5486","IRGC",0,0,0,0,0,2
"5487","ZNF45",667,475,466,296,223,292
"5488","LYPD3",61,19,47,16,16,49
"5489","PSG8",0,0,3,0,0,0
"5490","CEACAM8",0,0,0,0,1,6
"5491","NDP",0,0,0,0,0,0
"5492","USP9X",19196,15483,6500,6757,3605,1720
"5493","CRISP2",0,0,0,0,15,6
"5494","F13A1",224,228,1391,2620,7502,1298
"5495","GRM4",0,1,0,0,0,6
"5496","TRERF1",4578,3481,951,1462,1137,365
"5497","PACSIN1",413,585,203,19,2233,3331
"5498","BTN2A2",2184,1885,665,856,2026,1582
"5499","SIRT5",920,883,377,334,399,514
"5500","MRS2",2244,1943,856,1155,813,318
"5501","WRNIP1",3855,4041,2515,2626,2429,2571
"5502","RRP36",1856,2054,1425,1308,1057,2143
"5504","SNRPC",319,315,98,199,658,1520
"5505","SLC17A3",21,6,0,0,0,9
"5506","SLC17A1",5,0,0,1,0,0
"5507","SERPINB6",3364,406,1789,101,2238,835
"5508","XPO5",328,315,77,82,226,690
"5509","ABCC10",1136,757,298,357,1218,704
"5510","H1-3",0,35,10,8,369,274
"5511","PEX6",0,19,13,16,110,144
"5512","NQO2",249,204,605,63,629,365
"5514","OARD1",1655,1560,1345,1048,897,780
"5515","UNC5CL",109,69,16,40,135,262
"5516","AARS2",2240,2359,1387,1499,1969,2284
"5517","H1-1",0,0,0,1,0,0
"5518","ZNF391",0,1,27,0,29,0
"5519","RPS10",21722,20039,24052,19974,29708,67451
"5520","MOCS1",0,2,0,0,0,1
"5521","H2BC11",15,28,9,9,59,163
"5522","MED20",1382,1273,854,957,825,750
"5523","OR2B6",2,1,0,0,30,118
"5524","TBCC",1077,1371,732,787,928,1043
"5525","SPDEF",0,1,4,0,0,1
"5526","TCP11",0,30,15,1,12,13
"5527","MAD2L1BP",630,387,602,536,524,785
"5528","APOBEC2",0,4,0,0,0,7
"5529","KLHDC3",5282,5965,3361,3927,2451,4934
"5530","GNMT",100,89,38,39,108,145
"5531","DNAH8",1,0,0,0,0,0
"5532","TREM1",2,83,0,0,58,312
"5533","MEA1",3440,3516,2377,1804,1700,5356
"5534","KLHL31",0,1,0,3,0,0
"5535","COL21A1",0,3,0,0,0,0
"5536","CDKN1A",2551,4589,6930,2316,4086,17229
"5537","SOX4",19560,28537,11984,13134,6535,1095
"5538","GLO1",4138,4794,2119,3265,1292,1673
"5539","CPNE5",2,2,8,0,89,254
"5540","KCNK17",4,3,98,0,1433,3
"5541","RREB1",4078,2588,3814,2621,1707,690
"5542","SSR1",7880,7178,6150,7246,2590,2235
"5543","RIOK1",2048,2214,1859,2030,980,891
"5544","NRN1",8292,6061,2738,840,1391,492
"5545","SLC35B3",508,569,344,407,466,326
"5546","RPP40",443,707,388,319,326,392
"5547","ATXN1",693,517,10,173,52,96
"5548","NUP153",8473,5130,6882,7783,4055,754
"5549","DEK",14564,14499,11906,13872,5064,2149
"5550","EEF1E1",245,341,273,294,314,461
"5551","CRISP1",0,0,0,0,0,0
"5552","RUNX2",25,94,43,13,218,94
"5553","OPN5",0,0,0,0,0,0
"5554","GCM2",0,0,0,0,0,0
"5555","LRRFIP1",8855,7293,8482,6849,5198,2874
"5556","RAB17",498,46,193,62,143,1923
"5557","CXCL6",0,0,0,0,0,0
"5558","EREG",0,4,0,0,4,0
"5559","TRIM51",0,0,0,0,0,0
"5560","MYRF",9,24,4,38,12,373
"5561","SCGB1D2",0,0,0,0,0,0
"5562","SCGB2A1",0,0,0,0,0,0
"5563","AHNAK",363,6823,1335,412,17110,6424
"5564","EMC3",1410,1823,994,1017,919,3083
"5565","SSUH2",20,3,0,3,19,77
"5566","WNT1",0,0,0,1,1,3
"5567","SH3TC1",8539,10070,4485,1222,15276,11964
"5568","CNOT1",6986,7633,4625,5715,6226,3737
"5569","FBXL9P",123,121,21,28,46,195
"5570","BBS2",1141,913,394,213,1375,348
"5571","MT1G",453,64,19,925,5,342
"5572","MT2A",1263,679,1286,1177,443,2283
"5573","PHAF1",1177,943,784,542,958,958
"5574","GOT2",628,507,299,366,333,68
"5575","DOK4",622,839,190,75,2580,1452
"5576","PIWIL1",0,0,0,0,0,0
"5577","GPR18",15,11,729,827,230,163
"5578","CLYBL",147,233,140,172,144,79
"5579","TMTC4",924,838,501,1097,437,226
"5580","RAP2A",1915,1699,890,1404,464,201
"5581","SLC10A2",0,4,25,0,0,2
"5582","ABCC4",1550,1653,560,1295,462,206
"5583","EFNB2",233,1070,560,3519,794,403
"5584","SOX21",0,0,0,0,0,0
"5585","TM9SF2",5617,5672,4045,4877,2540,1533
"5586","HROB",1054,868,417,584,498,1600
"5587","KIF25",0,0,0,4,0,15
"5588","IRF1",10225,6310,5533,6610,9732,8673
"5589","UPF3B",6192,6082,2209,1814,1248,1038
"5590","RNF113A",2775,2741,992,1216,767,1332
"5591","SEPTIN6",29680,29692,15191,17054,14425,7453
"5592","TMEM255A",8,4,14,1,4,1
"5593","NDUFA1",4551,6000,2083,2029,1676,3498
"5594","AMELX",0,0,0,0,0,1
"5595","DMAC2L",361,439,323,197,548,154
"5596","BMP4",48,29,11,248,16,175
"5597","PTGER2",104,229,170,15,483,117
"5599","FAM193A",5527,4463,2917,2790,2435,2208
"5600","GRK4",400,234,110,147,111,161
"5601","SOX9",0,0,0,0,0,0
"5602","TEKT3",0,0,0,0,0,1
"5603","MYH2",0,0,0,0,0,0
"5604","HS3ST3B1",14,5,71,336,220,454
"5605","SLC25A35",641,365,152,66,634,421
"5606","MRPS7",402,360,315,226,698,932
"5607","GGA3",5343,4420,2449,2562,4307,5660
"5608","ARMC7",384,272,361,329,375,759
"5609","NUP85",2612,2779,1534,1713,2895,5956
"5610","SLC25A19",1055,1041,631,1075,1068,2033
"5611","MIF4GD",430,378,388,264,415,340
"5612","NT5C",809,1079,533,763,985,2444
"5613","MSTO1",2788,2224,1177,1232,2231,3331
"5614","MIR9-1HG",12,8,5,11,45,66
"5615","TTF1",3353,2586,3365,2811,1330,1033
"5616","GTF3C4",2238,1909,1995,1464,1375,410
"5617","DDX31",283,210,288,241,224,535
"5618","BARHL1",0,0,3,0,0,0
"5619","KIR2DL1",0,2,0,0,0,0
"5620","PPP1R12C",7680,7723,2739,2923,6857,14902
"5621","MBOAT7",2131,2751,1648,919,2126,8052
"5622","SRMS",0,0,0,0,0,0
"5623","OPRL1",115,264,136,240,726,520
"5624","SLC2A4RG",4970,5314,1903,1047,2104,3438
"5625","FNDC11",0,5,0,0,5,12
"5626","BHLHE23",0,0,17,0,3,0
"5627","PPDPF",5351,5542,5161,2336,1917,5708
"5628","IL1B",2024,2771,1724,992,1896,1446
"5629","PLGLB2",120,94,4,22,488,387
"5630","IL37",5,5,3,3,5,22
"5631","CHCHD5",367,458,531,204,714,966
"5632","PAX8",1,32,240,1,76,33
"5633","INSIG2",1244,450,303,331,174,232
"5634","POLR1B",2726,2010,2076,2410,1021,324
"5635","HTR5BP",0,0,0,0,0,0
"5636","CCDC93",6506,3743,1686,1509,2030,1793
"5637","PSD4",590,711,1161,839,6664,4587
"5638","SLC25A23",372,53,184,1256,41,276
"5639","PSPN",416,185,128,157,180,958
"5640","GTF2F1",1696,1326,936,895,1502,1897
"5641","ALKBH7",1691,1721,1101,1050,1204,1740
"5642","CLPP",728,1116,606,743,1237,3120
"5643","TNFSF9",1,9,106,54,61,87
"5644","GRIA3",0,0,0,0,0,0
"5645","THOC2",15580,13280,3974,4121,2979,840
"5646","MED1",143,330,325,245,719,507
"5647","RPL23",34372,27911,25551,26772,30858,42068
"5649","ATG4C",946,1152,720,595,431,195
"5650","CD70",80,4,1619,1258,631,884
"5651","C3",11,0,0,0,17,34
"5652","SH2D3A",31,41,17,5,201,331
"5653","TRIP10",35,4,27,28,6,90
"5654","GPR108",834,515,221,295,618,1803
"5655","TNFSF14",8,6,6,2,49,32
"5656","FOSB",57,9181,63,36,2122,5159
"5657","OPA3",2347,1847,1727,1773,933,1537
"5658","SNRPD2",5394,6857,5435,5491,5064,9720
"5659","RTN2",34,16,191,178,39,211
"5660","EML2",1009,1263,627,669,1083,2103
"5661","VASP",53,113,118,41,911,1631
"5662","SYMPK",3173,2913,835,904,2461,6602
"5663","GPCPD1",3095,1913,1914,1037,2269,1912
"5664","SDCBP2",64,58,25,75,26,224
"5665","PANK2",1878,1711,1029,1465,1465,1785
"5666","TGM3",0,0,0,0,4,0
"5667","GNRH2",3,1,0,0,11,48
"5668","DEFB126",0,0,0,0,0,0
"5669","FOXA2",0,0,0,0,0,0
"5670","CD93",283,1266,1633,1145,1422,1754
"5671","GZF1",16,50,5,12,56,6
"5672","PAX1",0,0,0,0,0,0
"5673","NAPB",791,776,241,243,708,258
"5674","CST8",0,0,0,0,0,0
"5675","NKX2-4",0,0,0,0,0,0
"5676","CENPB",3240,3535,3031,5225,2808,7736
"5677","PSMF1",5772,7172,4245,4909,3725,5818
"5678","NKX2-2",0,0,0,0,0,3
"5679","DTD1",9,41,4,551,15,204
"5680","CSTL1",0,0,0,0,0,0
"5681","RBCK1",3539,3387,2001,1761,4683,13663
"5682","TMX4",5216,5267,4656,4695,2659,1263
"5683","CST11",0,0,0,0,0,0
"5684","STK35",4069,1918,2001,2202,2162,1494
"5685","SNRPB",6438,8295,8049,9292,8827,16912
"5686","NRSN2",1070,411,38,270,77,745
"5687","AP5S1",906,960,513,424,423,458
"5688","RRBP1",6302,6166,3949,2823,1772,1460
"5689","BMP2",21,6,1899,341,1500,326
"5690","ZNF133",469,457,269,139,488,760
"5691","FLRT3",0,0,0,0,0,1
"5692","OVOL2",0,0,0,0,0,0
"5693","PCSK2",0,0,0,0,0,0
"5694","GFRA4",0,2,0,0,0,0
"5696","BFSP1",2,4,0,1,3,3
"5697","DSTN",1630,838,226,443,61,297
"5698","LAMP5",0,4,0,356,0,49
"5699","SNRPB2",2703,3272,2705,3127,1424,1578
"5700","MGME1",391,148,166,273,245,345
"5701","LRRN4",0,0,0,3,0,0
"5702","TBC1D20",2167,1748,1256,1349,1663,2468
"5703","ITPA",1684,1775,1157,937,1655,3122
"5704","TCF15",0,0,0,0,0,0
"5705","OTOR",0,0,0,0,0,0
