"","id","DS1_Cell","DS1_Pt","DS76_Cell","DS81_Cell","DS76_Pt","DS81_Pt","DS76_C","DS81_C","K_C","N_C","S_C","DS1_C"
"8124","RELA",7127,8279,4556,4470,2986,5789,5117,5090,5038,4277,4704,5011
"8125","ZNF680",46,63,14,24,28,13,441,676,558,447,291,727
"8126","HECTD4",7202,7584,2237,3297,8171,2738,2360,3475,2577,1951,1690,4815
"8127","FAM222B",1279,624,683,657,302,405,721,693,924,783,738,855
"8128","COQ2",478,896,660,215,578,284,696,226,507,674,695,320
"8129","TRMT112",1925,2563,2860,2796,2972,5983,3018,2947,3512,3944,3390,1287
"8130","KDM2A",16430,12334,7708,6742,7362,4590,8133,7107,6458,6558,4766,10984
"8131","ADCK5",537,446,138,212,385,1714,440,533,893,265,747,612
"8132","MRPL57",1970,2028,1901,1960,1575,2397,2006,2066,2676,1712,2536,1317
"8133","NOC3L",1385,1302,865,593,650,164,913,625,1061,1108,2008,926
"8134","ESRRA",773,540,470,611,1014,1051,839,865,1397,1150,1741,987
"8135","COMMD1",468,554,480,212,864,836,506,223,300,548,363,313
"8136","MTX1",733,1095,749,637,1125,2178,790,671,1026,990,1030,489
"8137","PARP14",11201,10807,6855,4970,10071,6461,7233,5239,4298,3855,4424,7488
"8138","CYSLTR1",337,536,666,128,1138,492,703,135,212,126,208,225
"8139","PARP15",2577,1497,4622,1696,9062,1355,4877,1788,1970,1342,430,1723
"8140","CKS1B",2691,3085,1919,2888,2359,4961,2025,3044,2648,3125,2765,1799
"8141","AHSA2P",14258,10141,1234,1189,9630,7989,NA,NA,NA,NA,NA,NA
"8142","MFSD4B",319,172,216,175,965,606,NA,NA,NA,NA,NA,NA
"8143","GLRX",1179,1287,460,232,1188,364,2495,1283,1638,2578,1517,1763
"8144","IQCB1",288,482,82,190,282,55,1412,2029,1680,1581,1538,1863
"8145","GOLGB1",8835,6863,3592,2978,3574,2675,3790,3139,2082,2615,2249,5907
"8146","GPR137",1365,1160,603,837,1052,5352,636,882,460,479,568,913
"8147","MZT2A",3657,4419,2436,2800,2956,6190,2570,2951,2910,1913,3382,2445
"8148","ZNF449",539,336,98,74,74,17,103,78,85,71,89,360
"8149","ZBTB21",1149,383,810,874,341,92,855,921,1190,1793,563,837
"8150","FAM86B3P",359,176,74,282,206,451,78,297,100,98,214,240
"8151","MAP3K11",6411,6714,4324,3647,6255,9601,4562,3844,3540,2816,3071,4286
"8152","TRIB1",515,1075,977,662,674,619,1031,698,77,745,358,344
"8153","SFT2D3",360,330,445,679,361,386,470,716,582,384,464,241
"8154","DAG1",1914,1200,1257,1115,560,628,1326,1175,1035,1323,1222,1280
"8155","ARV1",656,813,489,634,407,479,516,668,298,486,560,439
"8156","NAA20",2112,2327,2080,2427,1136,1965,2195,2558,2296,1968,2120,1412
"8157","MICOS10",962,1186,774,759,683,1308,NA,NA,NA,NA,NA,NA
"8158","EHBP1L1",5611,6790,5035,2590,13194,8298,5312,2730,3117,3489,6617,3751
"8159","THAP2",317,135,148,118,130,72,156,124,163,111,66,212
"8160","RNF26",2099,2240,2683,3112,1857,2962,2831,3280,2901,2418,3419,1403
"8161","PPP1R14B",5191,6136,3652,4101,5264,4764,3853,4323,5437,6925,2932,3470
"8162","ZNRD2",883,1043,732,804,1372,1508,NA,NA,NA,NA,NA,NA
"8163","ZNF417",1274,532,557,631,932,142,588,665,584,412,241,852
"8164","FKBP2",1779,1526,1143,1417,343,1499,1437,1679,1530,1469,2444,1576
"8165","VEGFB",2666,1788,1807,1967,1216,4632,1907,2073,2699,1710,2749,1782
"8166","PEAK1",2228,1461,1486,927,1630,688,1568,977,590,864,747,1490
"8167","TNFRSF10D",132,310,203,59,402,1787,214,62,345,32,114,88
"8168","MST1",585,361,87,57,382,547,92,60,90,53,38,391
"8169","GMPPB",1219,1209,795,564,1536,2147,1085,855,1618,1136,1223,1261
"8170","MOB1B",1778,1781,1093,679,433,97,1153,716,1502,1430,1505,1189
"8171","ZNF622",1549,1519,1265,1330,669,1438,1335,1402,1552,1305,1327,1036
"8172","CSPG4",18,842,108,452,19,18440,114,476,4293,100,12985,12
"8173","SNX33",1134,723,451,632,82,566,476,666,530,97,432,758
"8174","NABP1",314,133,289,171,224,192,305,180,182,303,532,210
"8175","ADGRF3",299,140,147,84,308,139,NA,NA,NA,NA,NA,NA
"8176","CHD2",9965,7871,5649,4915,7547,4503,5960,5181,5192,4689,4443,6662
"8177","CCDC106",1203,726,674,773,697,1125,711,815,1019,699,1632,804
"8178","CEP83",924,818,358,235,415,78,626,358,537,980,629,690
"8179","SULT1B1",311,263,58,119,989,104,61,125,91,87,53,208
"8180","NUDT4",5123,6575,3340,3457,1533,1400,3524,3644,2179,4975,2615,3425
"8181","PC",1929,1865,285,648,106,776,301,683,1516,678,384,1290
"8182","SCAI",101,114,140,56,68,24,912,398,1155,1467,742,1038
"8183","NMNAT1",960,792,521,368,413,630,550,388,443,229,329,642
"8184","LRFN4",2562,3246,1123,1696,1439,3966,1185,1788,1497,1468,1676,1713
"8185","SLC19A1",1660,2051,2648,4127,3285,6636,2794,4350,1746,3224,2218,1110
"8186","RCE1",947,1104,492,624,771,3696,519,658,490,514,644,633
"8187","UQCRH",569,609,306,418,324,530,3556,4208,3617,4837,4489,3325
"8188","EIF1AX",511,530,209,215,261,167,4044,4925,7619,6449,9797,6489
"8189","BCLAF3",798,886,305,222,478,262,NA,NA,NA,NA,NA,NA
"8190","PSMD1",122,198,190,90,104,1895,4945,4175,5798,5209,5948,3428
"8191","HEG1",217,644,146,346,222,112,154,365,676,1384,570,145
"8192","C11orf80",446,355,152,243,281,1145,160,256,450,277,279,298
"8193","TOMM20",6793,8240,5664,7699,3315,3202,5976,8115,6800,9662,8064,4541
"8194","AGFG1",1938,1842,1480,1533,796,383,2378,2449,2712,2933,2635,2444
"8195","STAT5B",10656,8922,4859,3822,5688,3125,5127,4029,3518,3810,2381,7124
"8196","CNP",5254,5395,4640,4434,3092,7845,4896,4674,4545,3622,5329,3513
"8197","JUP",16945,14497,27797,13526,19719,22762,29328,14258,9280,7386,14345,11329
"8198","HAP1",119,57,138,578,335,607,146,609,6,344,77,80
"8199","EIF1",14487,34156,9121,10437,16524,40095,9624,11002,12115,11531,12340,9685
"8200","ENDOV",789,491,366,286,659,926,386,301,455,415,127,527
"8201","RNF213",12982,15147,7383,4280,30787,10417,NA,NA,NA,NA,NA,NA
"8202","TIGD3",125,48,41,87,32,182,43,92,136,44,108,84
"8203","PLK3",583,752,647,429,757,1354,683,452,493,341,590,390
"8204","NET1",3092,3459,2676,2324,1154,809,2823,2450,2480,3236,3679,2067
"8205","DPY19L1",1039,790,911,1152,430,336,961,1214,1035,1620,975,695
"8206","ZNF791",1520,1359,1044,904,651,377,1102,953,1654,794,1441,1016
"8207","PHC3",4635,3785,2003,1884,2734,435,2113,1986,1615,1261,1040,3099
"8208","GPR160",42,26,108,75,37,11,857,499,638,1028,189,390
"8209","CBX2",4107,1936,2014,3906,3834,3937,2125,4117,2880,3629,2406,2746
"8210","SPTBN2",1446,228,21,2485,23,147,22,2622,4362,4759,67,967
"8211","GOLIM4",3969,3003,2547,3235,739,220,2687,3410,1612,3034,4848,2653
"8212","RBM4B",1954,1253,905,1043,1024,1282,955,1099,863,1102,1036,1306
"8213","ATP5MK",1440,1750,1183,1138,950,1323,NA,NA,NA,NA,NA,NA
"8214","MARCHF3",768,666,379,732,385,587,NA,NA,NA,NA,NA,NA
"8215","SWSAP1",178,149,124,157,262,346,131,165,205,176,210,119
"8216","SLCO4C1",42,37,49,36,54,36,NA,NA,NA,NA,NA,NA
"8217","RBM4",2444,2620,1612,1949,2140,3029,4248,4252,3902,4281,3763,3410
"8218","UBXN2A",3715,3631,1936,1597,642,561,2043,1683,1804,1770,1832,2484
"8219","TCAP",149,182,31,30,150,726,33,32,19,14,20,100
"8220","CCS",2320,2274,794,512,1834,4419,838,540,647,1016,542,1551
"8221","NRROS",1123,737,3664,1413,2612,588,3866,1489,2607,1654,2545,751
"8222","CEP19",874,541,511,663,217,260,539,699,303,349,205,584
"8223","KLHL15",2581,3781,701,910,576,110,740,959,619,619,853,1726
"8224","FBXO45",1570,1258,969,1047,625,636,1022,1104,1658,1771,1349,1050
"8225","GNG5",3547,3299,2957,2126,1378,2109,3120,2241,3785,3487,3158,2371
"8226","SLC25A30",1927,1328,1125,827,1044,501,1192,884,1131,1227,616,1343
"8227","CD34",8100,19044,17,21,7912,12781,NA,NA,NA,NA,NA,NA
"8228","MSRB3",68,25,59,42,66,27,62,44,6,1,0,45
"8229","LEMD3",3752,2406,3420,2178,1541,366,3608,2296,2299,2434,2250,2508
"8230","UQCC4",511,755,436,579,411,1105,NA,NA,NA,NA,NA,NA
"8231","TLR10",28,29,248,1364,527,433,262,1438,616,159,391,19
"8232","TLR1",396,486,579,659,596,309,611,695,342,351,520,265
"8233","FAM174A",232,277,86,148,82,79,91,156,42,196,30,155
"8234","FAM53A",146,139,60,99,51,124,73,112,88,85,33,123
"8235","CYB561D1",1367,1013,589,540,1264,1598,621,569,506,307,614,914
"8236","ZDHHC24",2273,1957,1095,1254,1601,1965,1155,1322,550,1931,372,1520
"8237","TRMT10C",1165,1061,987,1092,388,274,1041,1151,1249,2279,1722,779
"8238","CTU2",756,918,648,626,803,1367,684,660,929,973,966,505
"8239","MGA",2738,1371,2835,5021,2085,1446,2991,6467,4360,3014,3928,2847
"8240","KICS2",328,144,158,220,237,51,NA,NA,NA,NA,NA,NA
"8241","PIGG",2423,1953,973,904,2527,1366,1027,952,1044,687,1251,1620
"8242","ADCY6",4695,2494,3592,2522,3334,10732,3790,2658,17,1,1174,3139
"8243","PITPNA",1319,1068,1138,441,376,74,4691,2318,5683,3194,3820,3993
"8244","DDX23",11604,9695,6469,7520,5523,7444,6825,7927,7861,7180,6621,7758
"8245","ZNHIT2",249,184,332,330,257,764,350,348,353,248,291,166
"8246","ZBTB4",5055,3409,1968,720,1681,628,2076,759,1349,882,1053,3380
"8247","ZHX3",1939,1425,835,724,446,822,887,772,665,573,559,1314
"8248","PHLDA3",53,34,493,78,111,245,520,82,9,0,6,35
"8249","SLC16A13",204,87,240,84,344,239,253,89,303,172,266,136
"8250","EXO1",2446,1854,1185,1329,843,888,1250,1401,2450,2500,2491,1635
"8251","RALGAPA1",974,910,118,138,239,154,574,597,98,606,572,892
"8252","LIG4",1585,978,2188,594,3686,223,2895,626,890,4721,474,1060
"8253","GTF2IRD2B",2511,2431,1256,814,1632,1309,1325,858,975,422,662,1679
"8254","ATP2A2",9919,9525,5905,8075,4850,2652,7481,10109,11783,14758,11736,7448
"8255","ZWILCH",864,610,426,218,737,689,1200,1653,1994,2299,2830,1410
"8256","RPL4",67824,77784,66157,93472,55666,88765,73824,103738,78516,95540,110656,48121
"8257","SNAPC5",704,757,404,338,406,416,426,356,559,295,702,471
"8258","C12orf76",587,442,222,193,569,602,234,203,231,621,153,392
"8259","BBS1",310,220,28,51,361,198,678,515,341,428,70,1068
"8260","DENND4A",2183,1906,2159,1336,1398,292,2278,1408,1773,2812,1836,1459
"8261","GCSAM",1430,645,1445,1053,990,1166,1525,1110,3907,3622,586,956
"8262","ANKRD36C",578,780,224,362,1458,47,NA,NA,NA,NA,NA,NA
"8263","MFSD4A",30,16,38,22,16,14,NA,NA,NA,NA,NA,NA
"8264","PELI3",54,76,17,15,101,85,652,622,524,735,532,631
"8265","TMEM81",95,73,69,103,76,641,73,109,36,68,57,64
"8266","MRPL11",1961,2418,1736,1695,1468,3357,1878,1876,2159,3311,2234,1352
"8267","IL20RB",16,17,25,13,16,219,26,14,11,28,1,11
"8268","AKIRIN1",3876,5612,3422,3052,2272,1627,3611,3217,2270,2376,2533,2591
"8269","MSL2",4797,5271,3239,3405,1988,883,3417,3589,2926,3568,2927,3207
"8270","ZNF497",576,345,213,165,331,176,225,174,66,66,126,385
"8271","ANGEL2",1739,1175,879,716,891,338,927,755,871,794,904,1163
"8272","IQCK",86,112,98,67,80,55,109,85,30,171,108,98
"8273","ZNF266",4095,2580,1314,1395,3227,4658,1386,1470,1264,1136,1065,2738
"8274","SLC29A2",531,286,367,700,344,1194,387,738,431,612,27,355
"8275","B4GAT1",667,421,326,646,314,453,NA,NA,NA,NA,NA,NA
"8276","TMEM167A",2717,2396,1951,2207,1262,910,2058,2326,1988,1435,1935,1816
"8277","SH3PXD2B",332,286,436,474,53,524,460,500,334,0,120,222
"8278","RESF1",4151,4273,2721,2549,1978,520,NA,NA,NA,NA,NA,NA
"8279","LARP7",1150,983,936,444,322,140,3036,1441,2706,2796,2784,2273
"8280","FGFBP3",225,125,74,88,70,150,78,93,40,166,135,150
"8281","NR1D2",1167,1092,495,1066,370,85,522,1124,585,753,626,780
"8282","BRMS1",2232,2391,1854,1632,2248,5088,1956,1720,1984,2075,2000,1492
"8283","RPL15",49311,47412,43161,33936,46829,55788,45539,35771,43144,37697,46040,32967
"8284","FAM241A",2951,2694,1837,546,3836,377,NA,NA,NA,NA,NA,NA
"8285","HRAS",361,178,350,402,398,708,671,757,1122,1065,924,667
"8286","WDR49",136,190,85,31,839,70,90,33,4,5,6,91
"8287","SRP72",7705,8828,6876,6460,3001,1045,7255,6809,8290,10405,8466,5151
"8288","PCP2",49,49,11,16,44,293,12,17,10,5,6,33
"8289","RIN1",138,67,114,48,176,904,120,51,103,29,400,92
"8290","THAP6",710,329,283,225,324,131,299,237,305,287,334,475
"8291","CEP135",2172,2341,1138,1221,1253,320,1201,1287,1361,845,1088,1452
"8292","CD248",161,112,505,67,61,215,NA,NA,NA,NA,NA,NA
"8293","PDE12",2782,2263,1553,1781,806,393,1639,1877,2055,2273,2645,1860
"8294","GLMN",353,343,366,248,170,119,386,261,217,538,265,236
"8295","DNAH12",64,24,28,11,43,62,30,12,7,0,5,43
"8296","YIF1A",1178,1170,587,799,608,2510,820,1192,988,1199,1407,788
"8297","NLRP6",199,62,92,264,118,201,97,278,114,15,34,133
"8298","NDUFA11",4004,4359,2866,2893,3415,7120,3024,3049,3863,4131,5043,2677
"8299","RSRC1",2810,2250,1616,2767,651,514,1705,2917,1768,2460,2276,1879
"8300","RAB1B",530,602,431,426,683,516,7992,7534,9749,6536,8145,5483
"8301","PTDSS2",1536,1562,557,1036,869,1301,601,1174,766,972,1175,1103
"8302","MICOS13",582,670,551,486,724,1294,NA,NA,NA,NA,NA,NA
"8303","KCTD13",1518,1370,427,436,1040,1686,451,460,439,460,351,1015
"8304","DHX36",2330,1442,1510,1914,989,346,1989,2550,2346,3325,3260,1992
"8305","FBXW8",1582,1777,1496,1492,1501,418,1757,1682,1502,1588,964,1153
"8306","KLC2",3039,3642,950,1214,1531,5942,1002,1280,1907,1269,1457,2032
"8307","CTBP2",5736,7406,2706,4281,3046,2380,2904,4579,10,611,5829,3859
"8308","ATR",3694,3202,1815,2017,2404,1289,1915,2126,2024,2237,2176,2470
"8309","UBE2C",1568,1546,3338,3710,2794,3957,3537,3951,5717,4976,3194,1052
"8310","GK5",1036,830,492,497,490,164,NA,NA,NA,NA,NA,NA
"8311","VCPIP1",2534,1439,1510,2112,810,257,1593,2226,1679,1424,1224,1694
"8312","PDIK1L",1035,477,783,925,228,113,826,975,838,867,758,692
"8313","RAG2",1379,1407,1866,1335,1793,93,1969,1407,3588,2543,466,922
"8314","TRAF6",1477,1106,864,997,983,403,912,1051,1040,693,685,987
"8315","ZNF654",1785,933,697,988,530,35,1036,1241,964,1073,1048,1671
"8316","MRPS22",1117,1173,956,816,603,622,1125,908,962,1700,1543,804
"8317","PACS1",8221,8322,5173,4047,4587,6532,5458,4266,3715,3822,3980,5496
"8318","MARCKSL1",14213,13762,9374,11118,5580,15690,9890,11719,12986,8444,10671,9502
"8319","SH3BP5L",2911,2173,2022,1702,2437,2854,2133,1794,1683,1508,2411,1946
"8320","YPEL2",1053,961,730,530,1027,204,770,559,669,368,222,704
"8321","PSMD2",10494,13150,8419,8189,6781,9679,8883,8632,9302,9506,9240,7016
"8322","FAM131A",569,561,64,176,288,613,68,186,108,291,76,380
"8323","CSRP2",247,47,320,109,351,253,2060,928,1032,1282,102,666
"8324","PARL",1645,1971,1510,1193,753,942,1593,1258,1097,2277,1506,1100
"8325","DDIT3",717,1080,375,452,565,3553,396,476,162,281,386,479
"8326","PCCA",483,292,37,126,187,355,39,133,133,1343,659,323
"8327","DCTN2",5130,6280,2901,2824,2538,5740,3061,2977,3728,3121,3404,3430
"8328","ZNF408",797,852,557,551,527,1405,588,581,514,500,589,533
"8329","CTDSP2",8778,9609,6121,5762,9458,5426,6458,6074,4467,3532,4281,5869
"8330","CKAP5",16571,13593,8511,11699,7310,2996,8980,12332,13412,11076,12856,11079
"8331","ARHGAP1",3821,3828,3589,2629,3123,4194,3787,2771,4175,2747,2788,2555
"8332","MED16",3848,4499,2714,2516,2563,4226,3133,2715,3793,2569,3131,2575
"8333","ATG13",3508,4392,2422,2152,2620,4323,2555,2268,2277,2291,3006,2345
"8334","GOLGA8A",9285,5214,288,654,1133,1063,304,689,5967,310,1718,6207
"8335","TP53I11",3028,2060,1810,1374,2291,4944,1910,1448,935,2527,209,2024
"8336","CENPS",495,701,490,421,267,465,NA,NA,NA,NA,NA,NA
"8337","DOLK",410,107,396,227,93,243,418,239,316,211,371,274
"8338","CCNE2",1126,505,806,1759,439,337,850,1854,1272,1470,860,753
"8339","PHYKPL",2285,1808,344,303,4118,3586,1118,824,751,362,510,1850
"8340","ZNF519",1080,732,269,458,420,270,284,483,701,666,682,722
"8341","LSM1",627,683,939,980,624,1071,991,1033,940,1042,1155,419
"8342","BANF1",6305,6541,5490,5809,4217,10827,5792,6123,7700,7058,7301,4215
"8343","TMEM9B",1185,1276,699,587,466,722,738,619,503,397,463,792
"8344","PTPN2",1939,2285,1184,1589,1023,1190,1429,1870,1454,1923,1795,1648
"8345","EIF1AD",1593,1028,1107,1263,763,1112,1168,1331,1285,1141,1127,1065
"8346","SMAD2",4702,4330,4157,2934,2359,1263,4799,3556,3618,3769,2749,3764
"8347","EIF3F",15635,16139,11853,12306,10148,18392,12506,12972,11125,11427,10277,10453
"8348","ZNF25",298,365,182,168,145,55,192,177,95,87,164,199
"8349","ARL10",3750,2788,135,862,465,316,142,909,92,7,19,2507
"8350","CLTB",3609,3453,2151,3115,1127,6839,2276,3283,2067,1727,2385,2413
"8351","RFESD",41,119,50,44,91,80,53,46,100,27,42,27
"8352","CCDC14",12500,7265,1849,1707,5882,2236,1951,1799,1494,1516,2334,8357
"8353","TBC1D10C",475,827,2324,1693,11228,15908,2452,1785,3099,625,1233,318
"8354","SART1",306,437,246,324,366,872,6692,6242,5520,6332,5945,4980
"8355","PPP2R2D",1860,2053,1015,1176,1210,1721,1071,1240,1508,1367,1163,1244
"8356","MCTP1",17,38,593,597,323,250,626,629,0,0,12,11
"8357","POLD4",1799,1472,906,552,1841,2902,956,582,704,282,673,1203
"8358","UBQLNL",77,23,24,18,102,267,25,19,14,47,9,51
"8359","LIPT2",201,158,173,98,139,93,183,103,97,182,106,134
"8360","KCNE3",64,92,83,34,322,156,88,36,0,0,1,43
"8361","ALG10B",1479,773,685,676,752,209,723,713,769,907,925,989
"8362","DRAP1",6099,6476,4835,3562,3164,4607,5101,3755,4955,4559,4381,4077
"8363","UCP3",119,123,30,50,156,390,32,53,42,25,27,80
"8364","UCP2",2958,5274,4235,2267,9362,4834,4468,2390,7317,4996,5007,1978
"8365","C11orf68",1641,1005,780,768,1352,3075,823,810,692,783,688,1097
"8366","PAAF1",1377,1142,641,742,726,1132,676,782,937,1490,1301,921
"8367","MRPL48",378,554,434,355,660,1331,860,898,1036,1299,1255,608
"8368","RAB6A",6078,5319,3055,3393,1119,865,3839,4413,4024,4441,4248,4813
"8369","FOSL1",48,102,225,108,22,59,237,114,443,2,29,32
"8370","ERCC4",1199,811,565,422,493,172,596,445,479,630,583,802
"8371","CCDC85B",3068,2749,2695,3920,2631,3527,2843,4132,4229,5196,5360,2051
"8372","TMEM70",733,674,673,767,411,536,710,808,584,728,644,490
"8373","RPS6KB2",656,652,140,164,399,1458,1576,1626,2072,1732,2538,1431
"8374","RMI2",1829,1480,586,672,445,1235,618,708,916,911,794,1223
"8375","TOM1L2",1888,1942,570,316,1713,1243,612,333,520,440,479,1262
"8376","ZNF77",449,347,261,307,213,352,275,324,167,272,244,300
"8377","MTLN",195,158,224,116,331,424,NA,NA,NA,NA,NA,NA
"8378","B3GNTL1",1290,880,572,715,1573,4190,750,796,322,274,259,1098
"8379","MLXIP",2208,2076,1239,723,2671,150,11007,7836,5505,5324,3424,12208
"8380","AURKAIP1",2440,2993,2338,2185,2960,6506,2467,2303,3806,3315,4038,1631
"8381","TTLL11",426,376,124,178,103,166,131,188,105,160,128,285
"8382","TOMM5",1026,1052,1864,881,1345,916,1967,929,2322,2437,2344,686
"8383","SLC35E3",4288,2315,2755,3084,4648,3337,2907,3251,1836,1526,241,2867
"8384","ZNF169",373,264,168,89,579,179,177,94,108,137,127,249
"8385","RUVBL1",4076,4374,3167,3510,195,172,3341,3759,3438,6468,4912,2725
"8386","MSRA",101,120,80,141,123,468,1461,1174,564,717,676,691
"8387","CTDNEP1",4078,4144,3091,1809,2819,3590,5385,3382,5150,5497,5924,4592
"8388","SWI5",393,473,271,215,306,682,286,227,437,487,570,263
"8389","GAPT",87,204,26,414,201,153,NA,NA,NA,NA,NA,NA
"8390","BAIAP2",781,356,16,114,61,509,60,168,64,1,0,538
"8391","CALCB",49,55,22,36,33,33,23,38,25,4,33,33
"8392","PLEKHF2",655,1125,1142,315,645,150,1205,332,1437,598,514,438
"8393","ARL4D",84,186,34,89,58,256,36,94,114,186,77,56
"8394","UBE2O",1161,1099,542,565,768,856,3590,3520,3982,4372,3609,3931
"8395","ORAI3",2414,1544,1732,1154,2264,1505,1827,1216,3317,1518,1720,1614
"8396","UNC119B",3912,4319,2227,2591,2732,2364,2350,2731,2962,2776,3149,2615
"8397","B3GALT6",1284,1336,1546,2418,1017,2884,1631,2549,1630,1311,1072,858
"8398","ZNF613",129,98,68,45,40,121,287,300,173,156,245,367
"8399","MBLAC2",916,519,546,688,274,46,576,725,463,1198,646,612
"8400","TPRN",1816,1110,806,889,676,1961,850,937,998,1117,1674,1214
"8401","SLC35A4",4279,4827,3861,3433,4118,5914,4074,3619,1888,0,2234,2861
"8402","IP6K1",3485,2160,2755,2565,2142,3365,2907,2704,2490,2593,2792,2330
"8403","SSNA1",1287,1281,557,516,715,1914,2186,1534,2096,1967,2318,1982
"8404","CSTF3",2336,2325,1580,2141,1083,1908,1667,2257,2998,2301,2191,1562
"8405","YES1",15,45,937,86,99,37,989,91,282,1263,1069,10
"8406","CHMP6",774,903,1079,668,733,791,1138,704,1018,640,599,517
"8407","UFSP1",21,18,44,51,61,89,46,54,44,33,42,14
"8408","TMEM39A",789,762,387,518,597,410,713,726,539,928,697,827
"8409","TCP11L1",900,794,335,324,437,186,353,342,419,435,428,602
"8410","CCDC57",1425,1094,755,553,2333,1356,858,604,802,281,651,953
"8411","SPHK1",505,554,390,34,397,975,411,36,42,87,139,338
"8412","MYPOP",1201,1075,418,712,426,838,441,751,498,640,622,803
"8413","ATAD5",3166,2472,1178,1975,976,386,1243,2082,1639,2097,1729,2117
"8414","SMIM19",338,244,660,688,417,523,696,725,587,552,550,226
"8415","RTTN",1100,806,338,708,1068,575,683,879,1169,1120,1075,1064
"8416","ACBD7",3172,2669,165,1142,114,417,174,1204,311,1079,851,2121
"8417","ANAPC2",4237,4065,1674,1198,4119,6610,1766,1263,1872,1512,1523,2833
"8418","ZBTB8OS",665,823,462,659,413,875,487,695,607,459,556,445
"8419","COX8A",3193,4270,2464,2612,3493,8972,2600,2753,4152,2502,3551,2135
"8420","ZSCAN2",1505,876,1197,1342,957,703,1263,1415,1088,855,817,1006
"8421","CDC26",1458,1604,1055,706,747,1585,1113,744,688,1018,632,975
"8422","CRLF3",1835,1721,1529,1286,951,372,1613,1356,1329,1674,1492,1227
"8423","RNPEP",3607,4373,3414,2951,2903,3194,3602,3111,4062,2608,3488,2411
"8424","EID2",873,833,432,449,321,349,456,473,614,440,539,584
"8425","EID2B",276,217,120,84,152,143,127,89,160,57,112,185
"8426","KCMF1",2523,2619,1687,1968,1215,1310,1780,2074,2075,2177,2234,1687
"8427","DNAJC30",459,284,539,465,275,553,569,490,667,434,596,307
"8428","SPRYD4",688,679,404,282,935,546,426,297,460,348,463,460
"8429","CLEC14A",30,61,212,1033,934,1622,NA,NA,NA,NA,NA,NA
"8430","SYNE3",11069,18124,4246,5485,16742,10701,4480,5782,2225,9425,3798,7400
"8431","LPCAT4",1743,1230,195,216,957,1095,724,993,1090,730,1591,2132
"8432","ZNF575",311,385,227,166,94,223,240,175,85,80,96,208
"8433","WDR25",351,205,212,122,149,308,289,129,198,183,119,235
"8434","SGF29",1244,1440,803,941,822,2831,NA,NA,NA,NA,NA,NA
"8435","DIRAS1",530,420,2187,1884,159,1789,2307,1986,3128,0,22,354
"8436","PHLDB3",386,330,275,141,284,641,290,149,514,368,212,258
"8437","GNG7",7329,6379,9453,2381,8156,3373,9974,2510,4700,4423,1058,4900
"8438","USF3",2325,2480,2255,1744,1644,129,NA,NA,NA,NA,NA,NA
"8439","KBTBD11",435,335,981,1018,402,13,2139,2872,755,586,65,423
"8440","B3GNT5",450,523,70,300,100,44,74,316,0,0,16,301
"8441","LMNB2",13653,15052,12826,14487,10802,11226,13533,15271,13092,14488,12996,9128
"8442","RMDN1",1399,1559,1137,1073,982,788,1200,1131,1147,1284,1052,935
"8443","MEX3C",1869,1627,979,1375,895,68,2071,2692,2055,4982,1543,2255
"8444","OR4F17",548,465,160,185,1070,61,NA,NA,NA,NA,NA,NA
"8445","CCDC121",131,92,139,66,73,16,147,70,151,103,71,88
"8446","ACSF3",3113,2502,1924,1237,3480,4386,2030,1304,1533,1816,1531,2081
"8447","RBIS",1210,1297,626,784,618,704,NA,NA,NA,NA,NA,NA
"8448","CDK5R1",228,83,216,451,36,110,228,475,288,220,205,152
"8449","RUFY1",3735,3289,2722,1994,2325,1713,2933,2139,1739,1943,1537,2571
"8450","LRRC37A3",143,116,129,147,546,744,136,155,68,11,26,96
"8451","VSIG10",410,547,390,384,599,217,2191,1463,303,785,704,1610
"8452","FAM91A1",681,580,841,906,742,15,3058,3267,2745,2206,3010,1917
"8453","WSB2",2245,2615,2976,1238,1445,1053,3140,1305,1550,1555,1856,1501
